site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
1448,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4.435972691,NA,NA,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,157.229187,11.65941429,35.43977356,0.299271911,7.98445797,0,15.99683189,28.13855362,175.3920135,-0.008651269,-335.7395576,-634.989323,AustralPygmyOwl,25
1449,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3.95672965,NA,NA,NA,NA,NA,322,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,10,NA,NA,NA,163.4750977,8.89689827,36.7633667,0.015895966,7.468615532,0,19.60419083,24.88801956,150.514679,0.023223173,-310.7395576,-634.989323,AustralPygmyOwl,25
1451,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2.45841527,NA,NA,NA,NA,NA,NA,NA,NA,272,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,85.46585846,0.323012322,7.665876865,7.779060841,22.49400711,44.24192047,0.956575871,4.425213814,97.43086243,0.158295453,-1185.739558,-659.989323,AustralPygmyOwl,25
1452,0,1,0,NA,0,0,0,0,0,0,0,0,0,60,60,60,NA,120,180,30,30,120,60,7,98,41,16,8,12,NA,12,14,16,15,7,17,10,12,10,3,2,2,NA,3,1,2,3,1,1,2,1,5,2.45841527,46,279,339,NA,256,277,13,359,316,287,295,250,316,1,2,3,NA,5,6,7,8,9,10,11,12,13,85.46585846,0.323012322,7.665876865,7.779060841,22.49400711,44.24192047,0.956575871,4.425213814,97.43086243,0.158295453,-1160.739558,-659.989323,AustralPygmyOwl,25
1453,NA,0,NA,NA,0,NA,0,1,NA,0,0,0,0,NA,120,NA,NA,120,NA,45,60,NA,18,25,180,120,NA,19,NA,NA,14,NA,18,17,NA,18,10,11,18,NA,2,NA,NA,3,NA,3,1,NA,1,1,3,1,4.338915348,NA,278,NA,NA,270,NA,365,14,NA,285,366,332,362,NA,2,NA,NA,5,NA,7,8,NA,10,11,12,13,81.23256683,0.197473675,3.306397676,3.690861702,23.38972664,55.07544708,1.070663333,8.491815567,307.9745483,-1.034509659,-1135.739558,-659.989323,AustralPygmyOwl,25
1454,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,180,5,20,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,16,11,10,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,3.554712296,NA,NA,NA,NA,NA,NA,NA,NA,262,265,303,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,NA,13,69.79439545,0.33262825,12.64194298,9.724280357,16.41747093,49.53978348,3.621362448,6.309999466,229.2980194,0.220782652,-1110.739558,-659.989323,AustralPygmyOwl,25
1455,0,NA,0,NA,0,0,NA,0,0,0,0,1,0,60,NA,50,NA,155,95,NA,15,2,227,40,60,45,15,NA,9,NA,16,10,NA,20,15,8,16,9,17,1,NA,2,NA,2,2,NA,1,2,1,1,2,1,3.22292614,2,NA,365,NA,3,356,NA,281,268,264,291,253,275,1,NA,3,NA,5,6,NA,8,9,10,11,12,13,65.20620728,1.576924801,23.63973045,9.432155609,15.78161621,31.04790878,3.527373075,11.50853157,112.7430115,-0.047172546,-1085.739558,-659.989323,AustralPygmyOwl,25
1456,0,NA,0,0,0,0,NA,NA,0,0,0,0,1,20,NA,90,90,80,170,NA,NA,20,30,1,120,182,17,NA,18,8,18,18,NA,NA,18,12,15,8,16,1,NA,2,1,5,2,NA,NA,1,1,1,1,1,2.961818218,36,NA,268,326,304,58,NA,NA,309,333,295,253,246,1,NA,3,4,5,6,NA,NA,9,10,11,12,13,78.46735382,0.862663507,36.68750763,8.732110977,15.84478188,27.18546677,2.425893545,6.354736328,168.6014252,-0.017262513,-1060.739558,-659.989323,AustralPygmyOwl,25
1457,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,12,5,79,8,NA,NA,10,NA,NA,NA,NA,NA,NA,12,21,9,19,NA,NA,1,NA,NA,NA,NA,NA,NA,5,1,1,1,1.997601032,NA,NA,54,NA,NA,NA,NA,NA,NA,292,32,311,307,NA,NA,3,NA,NA,NA,NA,NA,NA,10,11,12,13,94.22640228,2.064615726,29.32070732,6.266248703,16.06995773,24.72117805,3.36672473,17.1367321,326.3528748,0.066975445,-1035.739558,-659.989323,AustralPygmyOwl,25
1458,NA,0,0,NA,NA,0,0,NA,NA,0,0,1,1,NA,40,60,NA,NA,10,60,NA,NA,38,53,32,36,NA,20,11,NA,NA,10,15,NA,NA,7,17,13,6,NA,4,10,NA,NA,1,3,NA,NA,1,1,4,5,4.081616879,NA,294,295,NA,NA,333,296,NA,NA,292,261,282,281,NA,2,3,NA,NA,6,7,NA,NA,10,11,12,13,109.0006256,1.063893437,18.15408516,5.62510252,24.89321136,31.31549644,2.637361765,14.5078764,793.333252,-1.548149943,-1010.739558,-659.989323,AustralPygmyOwl,25
1459,NA,0,1,NA,0,NA,0,NA,0,0,0,0,0,NA,180,300,NA,240,NA,30,NA,180,240,16,130,30,NA,17,9,NA,13,NA,11,NA,9,15,19,11,14,NA,2,10,NA,1,NA,3,NA,2,3,1,3,1,4.232563019,NA,293,294,NA,24,NA,296,NA,287,265,35,262,283,NA,2,3,NA,5,NA,7,NA,9,10,11,12,13,94.34908295,9.858475685,6.59523201,3.030426025,21.04852295,18.80887222,10.09000683,15.36628151,1572.8927,1.108576655,-985.7395576,-659.989323,AustralPygmyOwl,25
1460,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,180,NA,NA,60,150,NA,70,NA,190,73,NA,NA,NA,8,NA,NA,0,12,NA,15,NA,15,12,NA,NA,NA,3,NA,NA,3,4,NA,2,NA,5,1,11.00794411,NA,NA,NA,12,NA,NA,296,353,NA,19,NA,37,7,NA,NA,NA,4,NA,NA,7,8,NA,10,NA,12,13,76.97499084,20.97139359,3.593173504,2.697469473,19.74077225,2.518220425,13.07374287,29.59765244,1776.214844,-0.661158025,-960.7395576,-659.989323,AustralPygmyOwl,25
1461,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,20.28288078,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,13,64.84031677,16.84911156,4.342691422,0.886313081,17.27791405,0.343366146,3.901795626,56.23733521,1615.786499,-0.551255047,-935.7395576,-659.989323,AustralPygmyOwl,25
1462,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,20,NA,75,2,NA,NA,NA,NA,NA,NA,NA,NA,14,16,NA,16,12,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,9.179993629,NA,NA,NA,NA,NA,NA,291,41,NA,9,37,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,10,11,NA,NA,51.2869873,9.017436981,3.103933573,0.118927591,13.57100201,0.039705299,1.682715297,72.48182678,1397.99939,-0.839437366,-910.7395576,-659.989323,AustralPygmyOwl,25
1463,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,120,120,230,60,34,1,10,17,15,NA,NA,NA,NA,9,10,7,12,16,19,12,8,12,NA,NA,NA,NA,2,1,3,2,1,1,1,1,1,4.181252003,NA,NA,NA,NA,12,255,266,357,361,291,305,299,281,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,35.64365005,16.83420563,2.100619793,0.15587987,10.64596176,0,0.246947363,69.18399048,1113.551025,-1.161996841,-885.7395576,-659.989323,AustralPygmyOwl,25
1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,80,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2.557873964,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,282,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,13,70.14013672,6.791983128,0.136055619,0,8.942040443,0,0.127679989,82.32514191,535.097229,-0.030855656,-710.7395576,-659.989323,AustralPygmyOwl,25
1471,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,17,75,58,36,NA,NA,NA,NA,NA,NA,10,NA,NA,12,8,12,14,NA,NA,NA,NA,NA,NA,2,NA,NA,3,3,2,1,4.057562828,NA,NA,NA,NA,NA,NA,29,NA,NA,286,24,8,294,NA,NA,NA,NA,NA,NA,7,NA,NA,10,11,12,13,78.2696991,5.791108131,2.356286049,0.147735685,12.25801754,0,0.140668079,78.24399567,454.1699219,-0.031805869,-685.7395576,-659.989323,AustralPygmyOwl,25
1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,53,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4.454389572,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,8,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,13,86.62989807,7.010831833,0.230168313,0.114972413,12.5534935,0.081499748,0.593616545,72.76790619,399.7277222,-0.058348045,-660.7395576,-659.989323,AustralPygmyOwl,25
1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3.088441133,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,105.8942413,0.843649983,0.026526859,0.00213428,10.66945267,0.000400631,0.15063937,87.91336823,332.7895203,-0.026511516,-610.7395576,-659.989323,AustralPygmyOwl,25
1475,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3.376425028,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,116.1335831,0.029127272,1.82588482857682e-05,0,9.069620132,0,0.002660824,90.8837204,317.6092529,0.144703671,-585.7395576,-659.989323,AustralPygmyOwl,25
1476,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.066918373,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,122.4267578,0.115334056,0,0,5.733057499,0,0,94.12452698,284.5519409,0.052381158,-560.7395576,-659.989323,AustralPygmyOwl,25
1477,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,30,5,NA,29,101,NA,NA,NA,NA,NA,NA,NA,NA,15,8,NA,11,9,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,1,2.661189079,NA,NA,NA,NA,NA,NA,NA,NA,346,41,NA,29,25,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,12,13,129.097229,0.032686323,0,0,4.69133234,0,0.002544559,95.17127228,252.3145447,0.081641532,-535.7395576,-659.989323,AustralPygmyOwl,25
1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3.803753138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,141.9789276,13.20850945,0.319456786,0.007936877,12.14701939,0,0.126870826,73.88235474,256.125824,0.073672168,-460.7395576,-659.989323,AustralPygmyOwl,25
1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.596987247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,142.8067932,7.908811569,2.268388987,0.068512656,5.896693707,0,0.729552984,82.92436981,314.8304138,-0.002683574,-435.7395576,-659.989323,AustralPygmyOwl,25
1482,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2.106309414,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,13,143.2962799,13.38231087,8.732435226,0,6.110577106,0,2.553569794,69.18678284,313.5165405,0.342955321,-410.7395576,-659.989323,AustralPygmyOwl,25
1484,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,3,30,NA,NA,103,NA,NA,NA,NA,NA,NA,12,NA,16,15,NA,NA,10,NA,NA,NA,NA,NA,NA,2,NA,2,3,NA,NA,1,2.496856689,NA,NA,NA,NA,NA,NA,322,NA,344,266,NA,NA,41,NA,NA,NA,NA,NA,NA,7,NA,9,10,NA,NA,13,148.4448853,16.67395592,17.95396614,0.403274506,4.335316658,0,16.23845291,44.07931519,204.2652588,-0.102599725,-360.7395576,-659.989323,AustralPygmyOwl,25
1485,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,4.321322441,NA,NA,NA,NA,NA,NA,366,NA,NA,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,11,NA,NA,156.8001251,12.64838409,37.43509674,0.421129912,4.45360899,0.030412955,18.266325,26.30821037,173.6439819,-0.103436984,-335.7395576,-659.989323,AustralPygmyOwl,25
1486,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,180,NA,120,60,30,180,30,150,NA,NA,NA,NA,NA,7,NA,10,14,13,8,6,6,NA,NA,NA,NA,NA,1,NA,2,2,2,7,1,1,4.23993206,NA,NA,NA,NA,NA,285,NA,14,265,334,348,334,345,NA,NA,NA,NA,NA,6,NA,8,9,10,11,12,13,160.6892395,12.37839413,30.46692657,0.557244718,6.076393127,0.066495985,21.78175354,25.9168644,151.6822662,-0.092310704,-310.7395576,-659.989323,AustralPygmyOwl,25
1487,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,60,120,NA,300,120,60,60,240,NA,NA,NA,NA,NA,8,18,NA,9,18,8,14,8,NA,NA,NA,NA,NA,1,2,NA,10,2,2,2,2,3.489824057,NA,NA,NA,NA,NA,363,304,NA,301,292,291,244,325,NA,NA,NA,NA,NA,6,7,NA,9,10,11,12,13,175.7472687,13.96494675,32.14289856,0,7.671934605,0.056703322,25.8085804,18.69492531,176.4139709,-0.067995928,-285.7395576,-659.989323,AustralPygmyOwl,25
1488,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,60,NA,120,30,16,30,NA,NA,NA,NA,NA,NA,NA,8,NA,11,15,11,8,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,4.755286694,NA,NA,NA,NA,NA,NA,NA,38,NA,37,363,348,320,NA,NA,NA,NA,NA,NA,NA,8,NA,10,11,12,13,194.1023102,19.76782227,21.4629879,0,5.002626419,0.023969131,28.43566895,23.99368858,216.0479126,0.035946634,-260.7395576,-659.989323,AustralPygmyOwl,25
1489,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,48,39,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,19,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1.809135199,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,304,15,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,12,13,106.9171829,0.727843821,4.292132854,5.008772373,25.48079109,53.30812836,1.181754112,3.133309841,146.4195557,-0.109540746,-1185.739558,-684.989323,AustralPygmyOwl,25
1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.809135199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,106.9171829,0.727843821,4.292132854,5.008772373,25.48079109,53.30812836,1.181754112,3.133309841,146.4195557,-0.109540746,-1160.739558,-684.989323,AustralPygmyOwl,25
1491,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,3,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,19,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,1,NA,NA,3.662143707,NA,NA,NA,NA,NA,NA,364,NA,24,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,11,NA,NA,89.20144653,0.262160867,0.824627101,2.051540852,27.16741562,60.08328247,0.633845091,8.069813728,528.2163696,-0.442337811,-1135.739558,-684.989323,AustralPygmyOwl,25
1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3.71914506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,77.85018158,0.108415164,7.12599802,6.504269123,21.01240921,59.94335175,2.042553902,2.983650446,487.6562195,-0.060044419,-1110.739558,-684.989323,AustralPygmyOwl,25
1493,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,20,NA,NA,4,2,25,60,40,NA,NA,NA,NA,NA,9,NA,NA,20,13,6,7,14,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,1,2,2.847771645,NA,NA,NA,NA,NA,60,NA,NA,10,305,291,282,248,NA,NA,NA,NA,NA,6,NA,NA,9,10,11,12,13,65.5149765,0.8824085,35.84732437,5.746063232,12.22202969,36.2501297,1.377767801,5.143031597,140.8951111,-0.139830217,-1085.739558,-684.989323,AustralPygmyOwl,25
1494,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,1,1,NA,NA,NA,NA,NA,120,NA,120,NA,20,50,30,18,NA,NA,NA,NA,NA,14,NA,17,NA,10,18,9,18,NA,NA,NA,NA,NA,1,NA,2,NA,2,1,1,2,2.763035297,NA,NA,NA,NA,NA,249,NA,262,NA,269,247,281,251,NA,NA,NA,NA,NA,6,NA,8,NA,10,11,12,13,78.40639496,0.432047516,45.58572769,6.633241177,14.64485645,22.23258972,1.875030041,6.63068676,143.7879181,-0.089089341,-1060.739558,-684.989323,AustralPygmyOwl,25
1495,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,60,NA,NA,5,5,NA,86,NA,NA,NA,NA,NA,NA,14,NA,NA,6,8,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,2.534171343,NA,NA,NA,NA,NA,NA,304,NA,NA,318,304,NA,262,NA,NA,NA,NA,NA,NA,7,NA,NA,10,11,NA,13,109.6663208,0.742268801,31.82816124,8.792308807,14.04997921,29.80387878,4.03434515,9.841165543,297.8828125,-0.174537256,-1035.739558,-684.989323,AustralPygmyOwl,25
1496,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,60,180,NA,NA,NA,NA,20,48,58,216,NA,NA,NA,0,10,NA,NA,NA,NA,9,9,18,8,NA,NA,NA,3,1,NA,NA,NA,NA,2,1,1,1,2.555667877,NA,NA,NA,39,263,NA,NA,NA,NA,361,248,50,55,NA,NA,NA,4,5,NA,NA,NA,NA,10,11,12,13,128.5723572,0.330617547,14.48908901,6.485411167,26.39831161,43.17288208,2.224587202,6.051173687,732.2736206,-0.243205786,-1010.739558,-684.989323,AustralPygmyOwl,25
1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,5.274392128,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,306,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,NA,113.8427353,4.56947279,10.18041039,6.954211712,29.58827782,28.06618309,8.909370422,10.6987381,1416.951538,0.246029362,-985.7395576,-684.989323,AustralPygmyOwl,25
1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4.369185925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,85.77133942,15.76017475,6.536428452,2.656657696,20.54649162,6.097210407,12.65341282,34.06864929,1756.28064,-1.259271383,-960.7395576,-684.989323,AustralPygmyOwl,25
1500,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,120,NA,90,120,60,NA,NA,NA,NA,NA,NA,NA,14,11,NA,16,16,11,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,1,1,5.561445236,NA,NA,NA,NA,NA,NA,NA,41,4,NA,296,321,43,NA,NA,NA,NA,NA,NA,NA,8,9,NA,11,12,13,54.76307678,9.66724205,4.768483162,0.514187932,14.27181721,0.124935344,1.68633616,68.91149139,1500.993896,0.368593544,-910.7395576,-684.989323,AustralPygmyOwl,25
1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4.563200951,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,NA,31.03703308,36.36730957,0.207102954,0.039822746,4.871020317,0,0.494416863,58.01483154,935.7158813,-0.74155426,-860.7395576,-684.989323,AustralPygmyOwl,25
