site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,herb,shrub,elev,tpi,tri,X,Y,species,resolution
2631,0,NA,NA,0,0,0,0,0,0,0,0,0,0,15,NA,NA,185,1,60,16,90,120,15,12,135,4,7,NA,NA,12,11,16,10,15,18,11,10,14,9,3,NA,NA,1,1,1,1,1,1,1,1,1,1,3.270828009,12,NA,NA,244,332,325,276,339,363,360,23,304,296,1,NA,NA,4,5,6,7,8,9,10,11,12,13,6.659384251,82.17892456,2.462658405,1.515722036,0.078443326,0.859032333,51.79340744,41.11716843,147.1212311,0.10553997,6.332366943,-723.2395576,-2237.489323,WhiteTroatedCaracara,20
2632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.765347004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6.812952042,85.401474,1.056838274,1.609368563,0.023502886,0.133397654,54.47332382,38.28094864,110.8369522,0.204036206,9.206390381,-703.2395576,-2237.489323,WhiteTroatedCaracara,20
2633,0,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,20,NA,NA,NA,8,NA,15,NA,7,102,16,7,3,13,NA,NA,NA,14,NA,12,NA,10,16,15,9,9,3,NA,NA,NA,2,NA,2,NA,1,1,1,2,2,1.723828316,323,NA,NA,NA,274,NA,309,NA,277,276,344,18,346,1,NA,NA,NA,5,NA,7,NA,9,10,11,12,13,6.811546326,81.37717438,6.374791145,2.581260681,0.784286916,0.494114786,45.68256378,39.22512817,90.00357056,0.147977129,9.03679657,-683.2395576,-2237.489323,WhiteTroatedCaracara,20
2634,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,2.909896851,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.884409904,80.91523743,3.64917779,1.335166693,0.405992001,0.277559727,53.64514542,40.30440903,70.65252686,0.064968579,6.031415939,-663.2395576,-2237.489323,WhiteTroatedCaracara,20
2639,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,139.8434906,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,5.577093124,757.2583008,5.90411377,1.053591967,0.345013797,9.340240479,29.75354576,15.8993206,189.3065796,0.715406716,61.48395538,-1083.239558,-2257.489323,WhiteTroatedCaracara,20
2641,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,16,NA,15,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,2,92.90044403,NA,NA,NA,NA,NA,NA,NA,355,NA,13,NA,NA,337,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,NA,13,6.197808743,648.6430054,1.218603611,1.337710977,5.591905117,12.1645174,32.75886154,8.668251038,166.1735229,-1.817503333,47.90316772,-1043.239558,-2257.489323,WhiteTroatedCaracara,20
2642,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,74.86154938,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6.275216103,554.0673218,0.604485571,0.949486971,5.697332382,15.58430195,26.03187752,12.73842907,117.9568253,-0.454079717,38.44881821,-1023.239558,-2257.489323,WhiteTroatedCaracara,20
2644,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,22.53915977,NA,NA,NA,NA,NA,NA,NA,306,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,NA,NA,5.046796322,251.1878662,1.784869313,1.058693767,6.957470894,21.18670273,18.20552635,10.03199863,292.622345,-0.182838991,83.48612213,-983.2395576,-2257.489323,WhiteTroatedCaracara,20
2646,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,240,NA,20,191,10,NA,NA,NA,NA,30,NA,NA,NA,14,NA,13,15,19,NA,NA,NA,NA,16,NA,NA,NA,2,NA,3,1,4,NA,NA,NA,NA,1,16.45218849,NA,NA,NA,291,NA,291,349,263,NA,NA,NA,NA,42,NA,NA,NA,4,NA,6,7,8,NA,NA,NA,NA,13,5.572546482,190.2554321,0.855346382,0.925892889,9.596671104,18.4160099,21.19802666,6.944413662,197.7309875,1.079308033,41.20890427,-943.2395576,-2257.489323,WhiteTroatedCaracara,20
2648,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,17.40288353,NA,NA,NA,NA,NA,NA,337,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,11,NA,NA,3.929598093,153.0351563,1.286503911,1.406170726,16.96329117,8.005187035,34.0066185,5.341562271,523.876709,0.909914255,43.7676239,-903.2395576,-2257.489323,WhiteTroatedCaracara,20
2649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15.99583054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4.401647568,118.8880615,0.971167922,2.408318758,24.01083755,6.202429771,27.08742714,5.887988091,441.5513611,0.331387222,29.96489334,-883.2395576,-2257.489323,WhiteTroatedCaracara,20
2650,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,22,NA,25,1,10,60,NA,10,20,NA,NA,NA,NA,11,NA,11,9,12,15,NA,13,10,NA,NA,NA,NA,1,NA,1,1,2,2,NA,1,1,5.16566515,NA,NA,NA,NA,38,NA,263,337,289,21,NA,262,1,NA,NA,NA,NA,5,NA,7,8,9,10,NA,12,13,5.182555199,100.3933029,1.203978181,7.034091473,2.886919737,0.601444542,52.29013824,27.98611069,311.6297302,0.46920836,18.97416306,-863.2395576,-2257.489323,WhiteTroatedCaracara,20
2651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.693375349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,5.831953526,96.72387695,2.413244486,11.70012093,0.247147843,0.650063038,54.25120926,30.08211327,201.9092255,-0.132046238,7.49715662,-843.2395576,-2257.489323,WhiteTroatedCaracara,20
2652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3.205800772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,5.637827396,90.84350586,0.487705827,6.490459919,0.004167487,0.032615669,56.07723999,36.78128052,250.232254,-0.030686935,4.79664135,-823.2395576,-2257.489323,WhiteTroatedCaracara,20
2653,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,15,1,2,15,NA,NA,10,NA,NA,NA,NA,NA,NA,13,11,15,14,NA,NA,15,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,1,3.176958799,NA,NA,NA,NA,NA,NA,283,12,29,310,NA,NA,339,NA,NA,NA,NA,NA,NA,7,8,9,10,NA,NA,13,5.793418884,85.64624023,0.843356073,4.552963734,0.014584304,0.074752823,55.87428284,38.04770279,239.221817,0.074820749,5.472212791,-803.2395576,-2257.489323,WhiteTroatedCaracara,20
2654,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,3,1,NA,21,15,5,NA,NA,NA,NA,NA,15,NA,11,11,NA,7,13,14,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,3,1,1.907763243,NA,NA,NA,NA,NA,365,NA,356,346,NA,315,328,326,NA,NA,NA,NA,NA,6,NA,8,9,NA,11,12,13,6.145372868,87.81160736,1.054595947,14.61025715,0.006215341,0.10918922,52.87157059,30.8918705,192.2649231,-0.023383478,8.931645393,-783.2395576,-2257.489323,WhiteTroatedCaracara,20
2655,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,7,NA,NA,5,50,6,NA,NA,NA,NA,NA,15,NA,12,NA,NA,15,10,13,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,3.712553263,NA,NA,NA,NA,NA,365,NA,347,NA,NA,15,347,326,NA,NA,NA,NA,NA,6,NA,8,NA,NA,11,12,13,6.063752174,86.64738464,0.406651199,1.388872147,0.759352744,0.098066948,56.53049088,40.13359451,214.5866394,0.071411826,5.115002632,-763.2395576,-2257.489323,WhiteTroatedCaracara,20
2656,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,5,60,NA,NA,30,44,10,10,10,60,27,28,NA,17,11,NA,NA,12,11,13,10,16,17,10,17,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,3.287508726,NA,318,251,NA,NA,323,322,320,46,12,322,347,335,NA,2,3,NA,NA,6,7,8,9,10,11,12,13,6.309841156,83.60394287,1.15618813,3.706558466,2.865893841,1.639511347,52.2840271,36.48051071,185.8984985,0.16328612,11.3526535,-743.2395576,-2257.489323,WhiteTroatedCaracara,20
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,20,255,40,60,45,9,10,23,4,10,12,44,17,11,8,14,10,18,10,12,10,9,11,14,5,7,5,1,5,1,4,1,2,1,3,3,1,1,1,2.105746746,20,365,316,309,336,323,264,333,332,293,345,283,326,1,2,3,4,5,6,7,8,9,10,11,12,13,6.983510017,86.85131073,2.506788492,3.828137636,0.095458992,0.887886107,51.6644516,36.51565933,68.84092712,-0.065566421,8.009497643,-723.2395576,-2257.489323,WhiteTroatedCaracara,20
2658,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,5.765347004,NA,NA,NA,NA,NA,NA,NA,32,277,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,NA,NA,NA,6.812952042,85.401474,1.056838274,1.609368563,0.023502886,0.133397654,54.47332382,38.28094864,110.8369522,0.204036206,9.206390381,-703.2395576,-2257.489323,WhiteTroatedCaracara,20
2659,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,20,NA,NA,NA,60,NA,NA,60,30,6,60,120,10,11,NA,NA,NA,12,NA,NA,18,8,10,18,19,11,1,NA,NA,NA,4,NA,NA,1,1,2,1,1,1,1.723828316,6,NA,NA,NA,363,NA,NA,333,279,355,247,283,28,1,NA,NA,NA,5,NA,NA,8,9,10,11,12,13,6.811546326,81.37717438,6.374791145,2.581260681,0.784286916,0.494114786,45.68256378,39.22512817,90.00357056,0.147977129,9.03679657,-683.2395576,-2257.489323,WhiteTroatedCaracara,20
2660,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2.909896851,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,6.884409904,80.91523743,3.64917779,1.335166693,0.405992001,0.277559727,53.64514542,40.30440903,70.65252686,0.064968579,6.031415939,-663.2395576,-2257.489323,WhiteTroatedCaracara,20
2661,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,20,20,50,NA,33,90,28,NA,36,NA,NA,NA,NA,13,13,12,NA,16,13,5,NA,18,NA,NA,NA,NA,1,1,5,NA,1,1,1,NA,1,2.909896851,NA,NA,NA,NA,335,294,322,NA,277,359,345,NA,1,NA,NA,NA,NA,5,6,7,NA,9,10,11,NA,13,6.884409904,80.91523743,3.64917779,1.335166693,0.405992001,0.277559727,53.64514542,40.30440903,70.65252686,0.064968579,6.031415939,-643.2395576,-2257.489323,WhiteTroatedCaracara,20
2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.9021349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4.106974125,173.4049072,1.409822464,1.219800234,15.93947124,16.55272675,26.48024368,5.812576294,477.9118958,0.041342959,43.72872925,-903.2395576,-2277.489323,WhiteTroatedCaracara,20
2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.65109444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.91289115,139.7440643,0.260062158,4.451938629,24.60519028,6.292941093,26.40303421,3.558159113,523.9151611,1.593420148,31.1932106,-883.2395576,-2277.489323,WhiteTroatedCaracara,20
2677,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,5,NA,60,10,NA,NA,20,15,15,60,6,45,5,15,NA,14,12,NA,NA,12,14,16,16,10,18,14,2,NA,2,1,NA,NA,1,1,5,1,1,4,1,3.695812702,319,NA,280,346,NA,NA,263,244,317,362,333,313,318,1,NA,3,4,NA,NA,7,8,9,10,11,12,13,5.327773094,114.9378433,0.987366259,25.58573151,1.962826967,0.669876337,47.25193787,14.94641495,261.404541,0.024264241,14.96789265,-863.2395576,-2277.489323,WhiteTroatedCaracara,20
2678,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,20,15,5,7,100,25,36,15,NA,NA,11,NA,NA,10,20,10,11,14,18,10,12,NA,NA,2,NA,NA,1,9,4,1,1,2,1,1,3.888715982,NA,NA,39,NA,NA,347,17,259,300,260,348,282,294,NA,NA,3,NA,NA,6,7,8,9,10,11,12,13,5.869381905,126.8977051,6.539227486,15.60383987,0.608059764,0.497782052,48.29143524,12.54176331,147.851532,-0.353978187,6.61171484,-843.2395576,-2277.489323,WhiteTroatedCaracara,20
2679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,55,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2.811970234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,251,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,5.280389786,97.88502502,0.91879797,4.603867054,5.46450758,0,54.9189415,28.64958572,292.7206421,0.573185682,10.34985828,-823.2395576,-2277.489323,WhiteTroatedCaracara,20
2680,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,2,2,2,121,150,10,180,NA,NA,NA,NA,NA,13,15,9,10,13,9,11,6,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2.282372952,NA,NA,NA,NA,NA,365,283,356,346,349,330,342,323,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,6.151565075,92.66884613,1.026498675,12.85374069,0.289825737,0.281659245,53.34627151,31.542593,156.4179382,-0.005252634,9.213235855,-803.2395576,-2277.489323,WhiteTroatedCaracara,20
2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3.313617229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,331,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,6.210570335,98.78746796,1.075094342,14.68523598,1.283501983,1.373693585,52.95965195,28.01763725,160.1279755,0.566915751,10.73851681,-783.2395576,-2277.489323,WhiteTroatedCaracara,20
2682,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,215,10,22,38,5,36,88,210,90,13,15,19,NA,14,13,18,15,19,14,14,10,16,11,11,16,NA,2,1,1,1,1,1,1,3,4,1,1,1,3.652222157,NA,42,319,260,45,349,255,257,322,334,268,290,299,NA,2,3,4,5,6,7,8,9,10,11,12,13,6.157492161,90.24167633,3.910996914,11.39515209,6.033951283,3.202405691,46.01609802,28.2323761,181.6247253,-0.000620912,13.60912609,-763.2395576,-2277.489323,WhiteTroatedCaracara,20
2683,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,20,5,NA,20,50,100,90,20,11,39,25,NA,NA,20,15,NA,16,10,14,10,10,16,12,15,NA,NA,3,2,NA,6,4,1,3,1,1,1,1,NA,3.287508726,NA,293,39,NA,354,285,290,324,330,256,344,282,NA,NA,2,3,NA,5,6,7,8,9,10,11,12,NA,6.309841156,83.60394287,1.15618813,3.706558466,2.865893841,1.639511347,52.2840271,36.48051071,185.8984985,0.16328612,11.3526535,-743.2395576,-2277.489323,WhiteTroatedCaracara,20
2684,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,20,30,70,25,90,100,15,60,25,44,7,11,10,11,18,14,17,10,17,15,13,11,13,14,3,2,1,2,6,1,4,1,2,2,1,1,9,2.105746746,12,299,311,360,354,286,351,360,292,315,46,277,301,1,2,3,4,5,6,7,8,9,10,11,12,13,6.983510017,86.85131073,2.506788492,3.828137636,0.095458992,0.887886107,51.6644516,36.51565933,68.84092712,-0.065566421,8.009497643,-723.2395576,-2277.489323,WhiteTroatedCaracara,20
2685,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,20,NA,NA,120,1,15,11,30,12,11,20,3,NA,11,NA,NA,15,8,17,8,8,15,18,17,6,NA,1,NA,NA,5,1,4,1,6,1,2,1,1,2.65731144,NA,269,NA,NA,342,323,5,320,318,36,353,293,355,NA,2,NA,NA,5,6,7,8,9,10,11,12,13,6.852228165,87.36722565,0.790696919,14.92801285,0.253458083,0.083706789,52.93979263,28.69244194,36.40119171,-0.310637951,5.417807102,-703.2395576,-2277.489323,WhiteTroatedCaracara,20
2686,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,20,NA,NA,140,NA,NA,NA,45,NA,108,NA,5,NA,9,NA,NA,8,NA,NA,NA,20,NA,10,NA,10,NA,1,NA,NA,2,NA,NA,NA,1,NA,1,NA,1,NA,3.021385431,22,NA,NA,1,NA,NA,NA,17,NA,39,NA,295,NA,1,NA,NA,4,NA,NA,NA,8,NA,10,NA,12,NA,6.355895519,90.5616684,0.110950768,2.798882961,3.416615248,0.014594956,56.98423004,35.91736221,109.3372192,0.167238623,10.02129269,-663.2395576,-2277.489323,WhiteTroatedCaracara,20
2687,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.69496727,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,6.506278038,90.24242401,2.467010736,2.665922165,2.520754099,0.824835658,45.60702133,30.09355164,67.59459686,0.03835563,6.263839245,-643.2395576,-2277.489323,WhiteTroatedCaracara,20
2699,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,95,12,104,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,16,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,12.29144287,NA,NA,NA,NA,NA,NA,NA,NA,255,NA,30,15,22,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,12,13,5.001099586,209.0294189,1.317877769,0.991381407,15.33534908,15.58023453,25.57316017,5.897023201,272.1933899,-0.639355063,38.70809555,-903.2395576,-2297.489323,WhiteTroatedCaracara,20
2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.690243721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,6.023108482,126.6985931,1.121379018,21.98938751,2.185972452,1.023424149,44.71178818,3.9374156,100.4141235,-0.039366078,15.27153492,-883.2395576,-2297.489323,WhiteTroatedCaracara,20
2701,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,225,15,180,80,145,14,7,17,NA,NA,NA,NA,NA,16,10,16,16,14,7,16,14,NA,NA,NA,NA,NA,4,2,3,1,4,2,5,1,2.690243721,NA,NA,NA,NA,NA,330,339,308,361,292,323,337,316,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,6.023108482,126.6985931,1.121379018,21.98938751,2.185972452,1.023424149,44.71178818,3.9374156,100.4141235,-0.039366078,15.27153492,-863.2395576,-2297.489323,WhiteTroatedCaracara,20
2702,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5,NA,5,NA,5,1,45,9,230,25,5,60,43,15,NA,11,NA,8,17,19,10,11,16,17,14,10,2,NA,2,NA,3,1,2,4,3,6,1,3,1,2.300741911,319,NA,39,NA,12,326,334,259,9,324,333,58,314,1,NA,3,NA,5,6,7,8,9,10,11,12,13,5.770719528,113.4730072,0.713534892,14.25242519,4.429830551,0.241570696,51.11432266,13.65460396,155.9170532,0.332432628,13.79111099,-843.2395576,-2297.489323,WhiteTroatedCaracara,20
2703,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,132,160,155,30,4,90,67,143,55,6,60,20,NA,8,16,7,9,8,12,7,12,8,13,10,10,NA,3,1,6,5,1,1,1,4,3,1,2,2,3.782815933,NA,333,274,285,253,260,255,356,260,272,300,246,364,NA,2,3,4,5,6,7,8,9,10,11,12,13,6.229498863,104.7275162,0.391611069,18.40338135,0.908320427,0.176024437,50.61917877,24.21437263,88.27944183,-0.227696419,10.82623959,-823.2395576,-2297.489323,WhiteTroatedCaracara,20
2704,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,155,120,75,75,65,10,20,1,1,15,13,22,NA,11,13,20,16,8,10,14,16,11,12,9,11,NA,2,1,4,3,4,1,2,2,1,1,2,1,1.745521545,NA,42,274,354,352,285,362,46,35,51,330,345,21,NA,2,3,4,5,6,7,8,9,10,11,12,13,6.639112949,100.3067017,3.219247103,15.27261925,0.923848927,0.912702799,45.96832275,22.48514938,32.53889465,-0.10810595,4.350473881,-803.2395576,-2297.489323,WhiteTroatedCaracara,20
2705,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,15,NA,NA,NA,NA,60,11,12,3,20,1,5,4,11,NA,NA,NA,NA,11,15,15,10,15,13,8,10,5,NA,NA,NA,NA,1,1,1,2,2,1,1,1,6.178055286,20,NA,NA,NA,NA,354,283,356,311,362,335,283,312,1,NA,NA,NA,NA,6,7,8,9,10,11,12,13,6.832094669,98.66447449,3.411357403,13.20039177,1.130208611,2.210302353,40.51181793,21.72777748,20.68082428,-0.692322075,5.100083351,-783.2395576,-2297.489323,WhiteTroatedCaracara,20
2706,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,55,28,NA,7,NA,54,NA,NA,NA,NA,NA,NA,NA,16,10,NA,11,NA,10,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,1,3.652222157,NA,NA,NA,NA,NA,NA,NA,329,330,NA,268,NA,22,NA,NA,NA,NA,NA,NA,NA,8,9,NA,11,NA,13,6.157492161,90.24167633,3.910996914,11.39515209,6.033951283,3.202405691,46.01609802,28.2323761,181.6247253,-0.000620912,13.60912609,-763.2395576,-2297.489323,WhiteTroatedCaracara,20
